,Feature,POS,KiC,SiC,PeiC,ZiC,Di_Freq,Sum_Zjc,Di_Uniq,DBDi,SenticNet
6598,sequencer,NNS,-1,1,-1.0,8,1.1661195622387164e-05,8,1.0,1.1661195622387164e-05,
6599,xp.right,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6600,scheme,NN,-1,1,-1.0,40,5.830597811193582e-05,43,0.9302325581395349,5.423811917389378e-05,0.708
6601,grace,NN,-1,1,-1.0,8,1.1661195622387164e-05,13,0.6153846153846154,7.176120383007486e-06,0.793
6602,review.tascam,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6603,fuzzy.this,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6604,screen.the,NN,-1,1,-1.0,1,1.4576494527983955e-06,3,0.3333333333333333,4.858831509327985e-07,
6605,Rolie.My,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6606,disappointing.the,JJ,-1,1,-1.0,1,1.4576494527983955e-06,2,0.5,7.288247263991978e-07,
6607,128mb,NN,-1,1,-1.0,7,1.0203546169588768e-05,14,0.5,5.101773084794384e-06,
6608,1gb,NN,-1,1,-1.0,4,5.830597811193582e-06,7,0.5714285714285714,3.331770177824904e-06,
6609,8mb,NN,-1,1,-1.0,1,1.4576494527983955e-06,2,0.5,7.288247263991978e-07,
6610,accelerator,NN,-1,1,-1.0,3,4.372948358395186e-06,4,0.75,3.2797112687963896e-06,0.767
6611,exceed,VBZ,-1,1,-1.0,35,5.101773084794384e-05,52,0.6730769230769231,3.4338857301500666e-05,0.909
6612,Rolie,NNP,0,2,0.0,4,5.830597811193582e-06,4,1.0,5.830597811193582e-06,
6613,Polie,NNP,-1,1,-1.0,6,8.745896716790372e-06,6,1.0,8.745896716790372e-06,
6614,Olie,NNP,-1,1,-1.0,11,1.603414398078235e-05,11,1.0,1.603414398078235e-05,
6615,title.in,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6616,sporadically,RB,-1,1,-1.0,3,4.372948358395186e-06,7,0.42857142857142855,1.8741207250265082e-06,0.136
6617,herky,JJ,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6618,graphics.it,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6619,slog,VB,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,-0.82
6620,exciteed,VBN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6621,about.I,NNP,-1,1,-1.0,3,4.372948358395186e-06,3,1.0,4.372948358395186e-06,
6622,rpo,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6623,novelty,NN,-1,1,-1.0,5,7.288247263991977e-06,8,0.625,4.5551545399949854e-06,0.84
6624,administrator,NN,-1,1,-1.0,42,6.122127701753261e-05,51,0.8235294117647058,5.041752224973274e-05,0.891
6625,Ghz,NNP,-1,1,-1.0,9,1.3118845075185558e-05,11,0.8181818181818182,1.0733600516060912e-05,
6626,memory.Then,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6627,cycle,NN,-1,1,-1.0,11,1.603414398078235e-05,61,0.18032786885245902,2.8914030129279647e-06,0.106
6628,Scooby,NNP,-1,1,-1.0,15,2.186474179197593e-05,16,0.9375,2.0498195429977434e-05,
6629,Doo,NNP,-1,1,-1.0,8,1.1661195622387164e-05,9,0.8888888888888888,1.03655072198997e-05,
6630,mystery,NNS,-1,1,-1.0,21,3.0610638508766306e-05,23,0.9130434782608695,2.7948843855830103e-05,-0.80
6631,thrilled,JJ,-1,1,-1.0,29,4.227183413115347e-05,58,0.5,2.1135917065576734e-05,
6632,intermittently,RB,-1,1,-1.0,5,7.288247263991977e-06,20,0.25,1.8220618159979943e-06,
6633,way.the,NN,-1,1,-1.0,2,2.915298905596791e-06,4,0.5,1.4576494527983955e-06,
6634,design.i,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6635,sophistication.The,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6636,crude,JJ,-1,1,-1.0,3,4.372948358395186e-06,5,0.6,2.6237690150371116e-06,-0.06
6637,exaggeration,NN,-1,1,-1.0,4,5.830597811193582e-06,5,0.8,4.664478248954866e-06,-0.72
6638,this.The,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6639,educate,VBG,-1,1,-1.0,7,1.0203546169588768e-05,9,0.7777777777777778,7.936091465235708e-06,0.853
6640,algebra,NN,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,0.943
6641,one.The,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6642,graphing,NN,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,
6643,instruct,VBN,-1,1,-1.0,20,2.915298905596791e-05,35,0.5714285714285714,1.665885088912452e-05,0.789
6644,software.You,NNP,-1,1,-1.0,4,5.830597811193582e-06,4,1.0,5.830597811193582e-06,
6645,disdain,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,-0.29
6646,dissatisfaction,NN,-1,1,-1.0,4,5.830597811193582e-06,6,0.6666666666666666,3.887065207462388e-06,-0.80
6647,ear,NN,-1,1,-1.0,9,1.3118845075185558e-05,344,0.02616279069767442,3.432255978972966e-07,0.92
6648,them.Save,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6649,Barney,NNP,-1,1,-1.0,5,7.288247263991977e-06,5,1.0,7.288247263991977e-06,
6650,fly,VBG,-1,1,-1.0,34,4.9560081395145445e-05,77,0.44155844155844154,2.1883672304349934e-05,-0.03
6651,race,VB,-1,1,-1.0,18,2.6237690150371117e-05,25,0.72,1.8891136908267203e-05,0.108
6652,trough,NN,-1,1,-1.0,1,1.4576494527983955e-06,3,0.3333333333333333,4.858831509327985e-07,
6653,unintelligible,JJ,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,-0.76
6654,lesson.let,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6655,invitation,NN,-1,1,-1.0,9,1.3118845075185558e-05,10,0.9,1.1806960567667003e-05,0.852
6656,12to,JJ,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6657,attractive,JJ,-1,1,-1.0,24,3.498358686716149e-05,51,0.47058823529411764,1.6462864408075994e-05,0.096
6658,Reichmann,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6659,luminous,JJ,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,0.825
6660,Micrsoft,NNP,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,
6661,circular,JJ,-1,1,-1.0,10,1.4576494527983954e-05,18,0.5555555555555556,8.098052515546642e-06,0.943
6662,re-insatalltion,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6663,pantone,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6664,colourvision,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6665,SypderPro,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6666,readme,NN,-1,1,-1.0,7,1.0203546169588768e-05,8,0.875,8.928102898390172e-06,
6667,mutiple,JJ,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6668,malfunction,NN,-1,1,-1.0,4,5.830597811193582e-06,29,0.13793103448275862,8.042203877508389e-07,-0.05
6669,sumo,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,0.066
6670,pac,NN,-1,1,-1.0,2,2.915298905596791e-06,4,0.5,1.4576494527983955e-06,
6671,succeed,VBN,-1,1,-1.0,20,2.915298905596791e-05,25,0.8,2.332239124477433e-05,0.632
6672,genuine,JJ,0,2,0.0,13,1.894944288637914e-05,32,0.40625,7.698211172591525e-06,0.826
6673,CD.Now,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6674,useless.i,JJ,-1,1,-1.0,1,1.4576494527983955e-06,2,0.5,7.288247263991978e-07,
6675,Chessmaster,NNP,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,
6676,buff,VB,-1,1,-1.0,6,8.745896716790372e-06,7,0.8571428571428571,7.496482900106033e-06,-0.64
6677,stategy,NN,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,
6678,identify,VB,-1,1,-1.0,35,5.101773084794384e-05,56,0.625,3.18860817799649e-05,0.122
6679,dress,VBN,-1,1,-1.0,23,3.3525937414363095e-05,26,0.8846153846153846,2.965756002039812e-05,-0.62
6680,costume,NNS,-1,1,-1.0,8,1.1661195622387164e-05,8,1.0,1.1661195622387164e-05,-0.77
6681,club,NN,-1,1,-1.0,8,1.1661195622387164e-05,12,0.6666666666666666,7.774130414924776e-06,0.124
6682,deceive,VBG,-1,1,-1.0,5,7.288247263991977e-06,12,0.4166666666666667,3.0367696933299904e-06,-0.83
6683,jacket,NN,0,2,0.0,4,5.830597811193582e-06,15,0.26666666666666666,1.5548260829849552e-06,0.132
6684,Aamzon,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6685,Sellers,NNPS,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6686,non-book,JJ,-1,1,-1.0,1,1.4576494527983955e-06,2,0.5,7.288247263991978e-07,
6687,intenion,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6688,tactic,NNS,-1,1,-1.0,12,1.7491793433580745e-05,12,1.0,1.7491793433580745e-05,-0.91
6689,Kasparov,NNP,-1,1,-1.0,7,1.0203546169588768e-05,7,1.0,1.0203546169588768e-05,
6690,software.Overall,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6691,interpolate,VB,-1,1,-1.0,1,1.4576494527983955e-06,2,0.5,7.288247263991978e-07,0.873
6692,yahoo,NN,-1,1,-1.0,3,4.372948358395186e-06,5,0.6,2.6237690150371116e-06,
6693,EQ,NNP,-1,1,-1.0,2,2.915298905596791e-06,4,0.5,1.4576494527983955e-06,
6694,yardage,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6695,tracing,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,0.657
6696,sketchbook,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,0.067
6697,hereinafter,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6698,ha,NN,-1,1,-1.0,4,5.830597811193582e-06,6,0.6666666666666666,3.887065207462388e-06,
6699,know.the,VB,-1,1,-1.0,2,2.915298905596791e-06,3,0.6666666666666666,1.943532603731194e-06,
6700,Target,NNP,-1,1,-1.0,8,1.1661195622387164e-05,37,0.21621621621621623,2.5213395940296573e-06,
6701,incapable,JJ,-1,1,-1.0,5,7.288247263991977e-06,9,0.5555555555555556,4.049026257773321e-06,-0.73
6702,tasks.i,NN,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,
6703,Space,NNP,-1,1,-1.0,3,4.372948358395186e-06,4,0.75,3.2797112687963896e-06,
6704,Plan,NNP,-1,1,-1.0,30,4.372948358395186e-05,31,0.967741935483871,4.231885508124374e-05,
6705,Walk,NNP,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,
6706,crashed.i,NN,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,
6707,wimpy,JJ,-1,1,-1.0,3,4.372948358395186e-06,7,0.42857142857142855,1.8741207250265082e-06,
6708,NVIDIA,NNP,-1,1,-1.0,1,1.4576494527983955e-06,8,0.125,1.8220618159979944e-07,
6709,GeForce,NNP,-1,1,-1.0,6,8.745896716790372e-06,12,0.5,4.372948358395186e-06,
6710,7800GTX,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6711,3DS,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6712,Max,NNP,-2,2,-1.0,8,1.1661195622387164e-05,17,0.47058823529411764,5.4876214693586656e-06,
6713,work.the,VB,-1,1,-1.0,4,5.830597811193582e-06,6,0.6666666666666666,3.887065207462388e-06,
6714,redecorate,VB,-1,1,-1.0,4,5.830597811193582e-06,4,1.0,5.830597811193582e-06,
6715,comforter,NN,-1,1,-1.0,1,1.4576494527983955e-06,3,0.3333333333333333,4.858831509327985e-07,0.05
6716,covering,NN,-1,1,-1.0,2,2.915298905596791e-06,5,0.4,1.1661195622387165e-06,-0.74
6717,program.overall,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6718,lanscaping,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6719,cape,NN,-1,1,-1.0,3,4.372948358395186e-06,3,1.0,4.372948358395186e-06,-0.87
6720,cod,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,-0.81
6721,dormer,NNS,-1,1,-1.0,5,7.288247263991977e-06,5,1.0,7.288247263991977e-06,
6722,rep.,NNP,-1,1,-1.0,2,2.915298905596791e-06,8,0.25,7.288247263991978e-07,
6723,reccommend,VB,-1,1,-1.0,9,1.3118845075185558e-05,18,0.5,6.559422537592779e-06,
6724,veteran,NN,-1,1,-1.0,6,8.745896716790372e-06,8,0.75,6.559422537592779e-06,0.834
6725,sophisicated,JJ,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6726,programs.this,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6727,hissy,NN,-1,1,-1.0,1,1.4576494527983955e-06,2,0.5,7.288247263991978e-07,
6728,immune,JJ,-1,1,-1.0,1,1.4576494527983955e-06,2,0.5,7.288247263991978e-07,-0.83
6729,deleted.i,NN,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,
6730,Sims,NNPS,-1,1,-1.0,4,5.830597811193582e-06,5,0.8,4.664478248954866e-06,
6731,CAD,NNP,-1,1,-1.0,4,5.830597811193582e-06,6,0.6666666666666666,3.887065207462388e-06,
6732,architectural,JJ,0,2,0.0,8,1.1661195622387164e-05,8,1.0,1.1661195622387164e-05,0.851
6733,cream,NN,-1,1,-1.0,6,8.745896716790372e-06,7,0.8571428571428571,7.496482900106033e-06,0.083
6734,cheapo,JJ,-1,1,-1.0,3,4.372948358395186e-06,10,0.3,1.3118845075185558e-06,
6735,design.the,NN,-1,1,-1.0,1,1.4576494527983955e-06,2,0.5,7.288247263991978e-07,
6736,pas,NN,-1,1,-1.0,1,1.4576494527983955e-06,4,0.25,3.644123631995989e-07,
6737,mom,NN,1,3,0.3333333333333333,96,0.00013993434746864596,117,0.8205128205128205,0.00011481792612811976,0.877
6738,Eve,NNP,-1,1,-1.0,2,2.915298905596791e-06,3,0.6666666666666666,1.943532603731194e-06,
6739,CAD.It,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6740,old.So,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6741,contribute,VB,-1,1,-1.0,9,1.3118845075185558e-05,16,0.5625,7.379350354791877e-06,0.774
6742,can.Installing,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6743,-lrb-_VBN,VBN,-1,1,-1.0,6,8.745896716790372e-06,13,0.46153846153846156,4.03656771544171e-06,
6744,compueter,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6745,resete,VBG,-1,1,-1.0,1,1.4576494527983955e-06,3,0.3333333333333333,4.858831509327985e-07,
6746,softare,NN,-1,1,-1.0,3,4.372948358395186e-06,3,1.0,4.372948358395186e-06,
6747,muy,NN,-1,1,-1.0,3,4.372948358395186e-06,7,0.42857142857142855,1.8741207250265082e-06,0.698
6748,box.one,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6749,work.Regards,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6750,Ed,NNP,-1,1,-1.0,5,7.288247263991977e-06,6,0.8333333333333334,6.073539386659981e-06,
6751,Staples,NNP,-1,1,-1.0,5,7.288247263991977e-06,26,0.19230769230769232,1.4015860123061496e-06,
6752,try.utter,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6753,workstation,NN,-1,1,-1.0,22,3.20682879615647e-05,26,0.8461538461538461,2.7134705198247055e-05,0.804
6754,non-sensical,JJ,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,
6755,arrangement.not,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6756,work.danger,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6757,frist,VBP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6758,Borderbund,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6759,horrable,JJ,-1,1,-1.0,1,1.4576494527983955e-06,2,0.5,7.288247263991978e-07,
6760,regenerate,VB,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,-0.76
6761,cabinitry,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6762,hokey,JJ,-1,1,-1.0,3,4.372948358395186e-06,3,1.0,4.372948358395186e-06,-0.82
6763,arround,RB,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,
6764,diverent,JJ,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6765,function.if,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6766,stack,VB,-1,1,-1.0,21,3.0610638508766306e-05,41,0.5121951219512195,1.5678619724002253e-05,0.16
6767,lottery,NN,-1,1,-1.0,3,4.372948358395186e-06,5,0.6,2.6237690150371116e-06,0.813
6768,consistency,NN,-1,1,-1.0,4,5.830597811193582e-06,8,0.5,2.915298905596791e-06,0.76
6769,TECH,NNP,-1,1,-1.0,5,7.288247263991977e-06,7,0.7142857142857143,5.205890902851413e-06,
6770,SUPPORT,NNP,-1,1,-1.0,14,2.0407092339177537e-05,20,0.7,1.4284964637424275e-05,
6771,glutton,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,0.037
6772,punishment,NN,-1,1,-1.0,1,1.4576494527983955e-06,2,0.5,7.288247263991978e-07,-0.06
6773,decor,NN,-1,1,-1.0,2,2.915298905596791e-06,3,0.6666666666666666,1.943532603731194e-06,0.738
6774,upstairs,NN,-1,1,-1.0,2,2.915298905596791e-06,35,0.05714285714285714,1.665885088912452e-07,
6775,remedy,NN,-1,1,-1.0,14,2.0407092339177537e-05,25,0.56,1.1427971709939422e-05,0.939
6776,furnishings,NNS,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6777,stairway,NNS,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,0.128
6778,temper,NN,-1,1,-1.0,3,4.372948358395186e-06,4,0.75,3.2797112687963896e-06,-0.87
6779,tantrum,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,-0.30
6780,Company.Like,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6781,blast,VBN,-1,1,-1.0,21,3.0610638508766306e-05,32,0.65625,2.008823152137789e-05,-0.06
6782,rectangle,NN,-1,1,-1.0,9,1.3118845075185558e-05,16,0.5625,7.379350354791877e-06,0.926
6783,end.My,NNP,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,
6784,vaguely,RB,-1,1,-1.0,6,8.745896716790372e-06,6,1.0,8.745896716790372e-06,-0.72
6785,AutoCAD,NNP,-1,1,-1.0,10,1.4576494527983954e-05,10,1.0,1.4576494527983954e-05,
6786,angry,JJ,-1,1,-1.0,25,3.6441236319959883e-05,34,0.7352941176470589,2.6795026705852858e-05,-0.86
6787,pencil.i,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6788,steer,VB,-1,1,-1.0,17,2.4780040697572723e-05,27,0.6296296296296297,1.5602247846619863e-05,0.828
6789,pitstop,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6790,enormously,RB,-1,1,-1.0,4,5.830597811193582e-06,4,1.0,5.830597811193582e-06,-0.83
6791,does.the,VBD,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6792,password,NNS,-1,1,-1.0,167,0.00024342745861733204,227,0.73568281938326,0.00017908539907090067,0.083
6793,Keys,NNP,-1,1,-1.0,6,8.745896716790372e-06,8,0.75,6.559422537592779e-06,
6794,access.there,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6795,inexcusable,JJ,-1,1,-1.0,6,8.745896716790372e-06,12,0.5,4.372948358395186e-06,-0.75
6796,horror,NN,-1,1,-1.0,21,3.0610638508766306e-05,32,0.65625,2.008823152137789e-05,-0.91
6797,with.For,NNP,-1,1,-1.0,1,1.4576494527983955e-06,2,0.5,7.288247263991978e-07,
6798,it.Avoid,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6799,scenario,NN,-1,1,-1.0,25,3.6441236319959883e-05,35,0.7142857142857143,2.602945451425706e-05,
6800,pos,NN,-1,1,-1.0,7,1.0203546169588768e-05,25,0.28,2.8569929274848554e-06,
6801,gameupdate,VBN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6802,1install,VBD,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6803,patchdelet,VBN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6804,neccessary,JJ,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,
6805,2000window,VBZ,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6806,run.Problem,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6807,save.I,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6808,Sail,NNP,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6809,naval,JJ,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,0.744
6810,era,NN,0,2,0.0,6,8.745896716790372e-06,12,0.5,4.372948358395186e-06,0.114
6811,steep,VBN,-1,1,-1.0,32,4.664478248954866e-05,41,0.7804878048780488,3.640568389428188e-05,0.05
6812,military,JJ,-1,1,-1.0,4,5.830597811193582e-06,5,0.8,4.664478248954866e-06,0.744
6813,campaign,NN,-1,1,-1.0,8,1.1661195622387164e-05,11,0.7272727272727273,8.480869543554302e-06,-0.81
6814,historical,JJ,-1,1,-1.0,15,2.186474179197593e-05,15,1.0,2.186474179197593e-05,0.918
6815,british,JJ,-1,1,-1.0,7,1.0203546169588768e-05,8,0.875,8.928102898390172e-06,
6816,fleet,NNS,-1,1,-1.0,3,4.372948358395186e-06,3,1.0,4.372948358395186e-06,0.943
6817,depict,VBN,-1,1,-1.0,7,1.0203546169588768e-05,7,1.0,1.0203546169588768e-05,0.76
6818,painstaking,JJ,-1,1,-1.0,3,4.372948358395186e-06,4,0.75,3.2797112687963896e-06,0.88
6819,float,VBG,-1,1,-1.0,25,3.6441236319959883e-05,33,0.7575757575757576,2.760699721209082e-05,-0.90
6820,oversee,VB,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,0.063
6821,encompass,VBG,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,0.129
6822,ships.installation,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6823,uneventful,JJ,-1,1,-1.0,2,2.915298905596791e-06,2,1.0,2.915298905596791e-06,-0.76
6824,typical,JJ,1,3,0.3333333333333333,54,7.871307045111336e-05,98,0.5510204081632653,4.337250820775634e-05,0.194
6825,unimpressive,JJ,-1,1,-1.0,2,2.915298905596791e-06,3,0.6666666666666666,1.943532603731194e-06,-0.72
6826,fuzzy,JJ,-1,1,-1.0,7,1.0203546169588768e-05,26,0.2692307692307692,2.7471085841200527e-06,0.089
6827,non-representative,JJ,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,-0.89
6828,conversely,RB,-1,1,-1.0,5,7.288247263991977e-06,5,1.0,7.288247263991977e-06,
6829,briefing,NNS,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6830,elucidate,VB,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,0.784
6831,excitement.you,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6832,captain,NN,-1,1,-1.0,3,4.372948358395186e-06,4,0.75,3.2797112687963896e-06,0.067
6833,subdue,VBG,-1,1,-1.0,3,4.372948358395186e-06,4,0.75,3.2797112687963896e-06,-0.79
6834,vessel,NNS,-1,1,-1.0,1,1.4576494527983955e-06,2,0.5,7.288247263991978e-07,0.135
6835,actuality,NN,-1,1,-1.0,4,5.830597811193582e-06,8,0.5,2.915298905596791e-06,0.208
6836,closest,JJS,-1,1,-1.0,7,1.0203546169588768e-05,11,0.6363636363636364,6.493165744283761e-06,0.341
6837,mission,NN,-1,1,-1.0,24,3.498358686716149e-05,28,0.8571428571428571,2.998593160042413e-05,0.75
6838,cannon,NNS,-1,1,-1.0,2,2.915298905596791e-06,9,0.2222222222222222,6.478442012437313e-07,-0.79
6839,targeting,NN,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6840,strike,VB,-1,1,-1.0,24,3.498358686716149e-05,35,0.6857142857142857,2.3988745280339306e-05,-0.83
6841,flag,NN,-1,1,-1.0,25,3.6441236319959883e-05,29,0.8620689655172413,3.141485889651714e-05,0.032
6842,surrender,NN,-1,1,-1.0,2,2.915298905596791e-06,3,0.6666666666666666,1.943532603731194e-06,-0.13
6843,aground,RB,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6844,shallow,JJ,-1,1,-1.0,6,8.745896716790372e-06,10,0.6,5.247538030074223e-06,-0.03
6845,rigging,NNS,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
6846,entangle,VBD,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,-0.92
6847,fouled,JJ,-1,1,-1.0,1,1.4576494527983955e-06,1,1.0,1.4576494527983955e-06,
