,Feature,POS,KiC,SiC,PeiC,ZiC,Di_Freq,Sum_Zjc,Di_Uniq,DBDi,SenticNet
4217,comvinient,JJ,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4218,Flash,NNP,1,1,1.0,26,4.687945129405316e-05,55,0.4727272727272727,2.2161195157188766e-05,
4219,app,NN,1,1,1.0,23,4.147028383704703e-05,176,0.13068181818181818,5.4194120923413725e-06,
4220,Song,NNP,1,1,1.0,2,3.6061116380040892e-06,4,0.5,1.8030558190020446e-06,
4221,Artist,NNP,1,1,1.0,3,5.409167457006134e-06,10,0.3,1.6227502371018402e-06,
4222,cradle,NN,1,1,1.0,31,5.589473038906338e-05,31,1.0,5.589473038906338e-05,-0.03
4223,keyboard,NN,-2,8,-0.25,193,0.0003479897730673946,364,0.5302197802197802,0.00018451106099452515,0.936
4224,dev,NN,1,1,1.0,1,1.8030558190020446e-06,6,0.16666666666666666,3.005093031670074e-07,
4225,team,NN,1,1,1.0,14,2.5242781466028627e-05,83,0.1686746987951807,4.2578185605349484e-06,0.957
4226,product.when,NN,1,1,1.0,1,1.8030558190020446e-06,2,0.5,9.015279095010223e-07,
4227,Jersey,NNP,1,1,1.0,2,3.6061116380040892e-06,7,0.2857142857142857,1.0303176108583112e-06,
4228,mpe,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4229,cradle.The,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4230,preblem,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4231,covered,JJ,1,1,1.0,3,5.409167457006134e-06,3,1.0,5.409167457006134e-06,
4232,town,NN,1,1,1.0,19,3.4258060561038846e-05,67,0.2835820895522388,9.714972397906539e-06,0.817
4233,fret,VBG,1,1,1.0,1,1.8030558190020446e-06,4,0.25,4.5076395475051115e-07,-0.83
4234,Michigan,NNP,1,1,1.0,5,9.015279095010223e-06,9,0.5555555555555556,5.008488386116791e-06,
4235,unforutunately,RB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4236,identifier,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4237,ipod,NN,-2,4,-0.5,441,0.0007951476161799017,475,0.9284210526315789,0.000738231786811235,0.058
4238,easiest,JJS,3,3,1.0,18,3.24550047420368e-05,64,0.28125,9.12797008369785e-06,-0.07
4239,pop,VBP,2,4,0.5,171,0.00030832254504934965,365,0.4684931506849315,0.00014444700055736657,0.068
4240,uplaod,VBZ,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4241,diffrent,JJ,1,1,1.0,3,5.409167457006134e-06,9,0.3333333333333333,1.8030558190020446e-06,
4242,Neon,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4243,tint,NNS,1,1,1.0,6,1.0818334914012268e-05,8,0.75,8.1137511855092e-06,0.098
4244,rox0r,VB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4245,muchly,RB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4246,bux,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4247,bandwidth,NN,1,1,1.0,13,2.343972564702658e-05,16,0.8125,1.9044777088209098e-05,-0.82
4248,90er,NNS,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4249,dsl,NN,1,3,0.3333333333333333,53,9.556195840710837e-05,86,0.6162790697674418,5.8892834832287716e-05,
4250,respond,VBG,1,1,1.0,55,9.916807004511246e-05,183,0.3005464480874317,2.9804611215744183e-05,0.787
4251,song.I,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4252,cycling,NN,1,1,1.0,5,9.015279095010223e-06,5,1.0,9.015279095010223e-06,
4253,invaluable,JJ,1,1,1.0,6,1.0818334914012268e-05,22,0.2727272727272727,2.9504549765488e-06,-0.04
4254,country,NN,1,1,1.0,40,7.212223276008178e-05,107,0.37383177570093457,2.696158234021749e-05,0.624
4255,western,JJ,1,1,1.0,11,1.983361400902249e-05,15,0.7333333333333333,1.4544650273283159e-05,0.062
4256,Memphis,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4257,meam,VBP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4258,ignore,VB,1,1,1.0,34,6.130389784606952e-05,100,0.34,2.084332526766364e-05,-0.22
4259,knowledge,NN,1,1,1.0,22,3.966722801804498e-05,147,0.14965986394557823,5.936591948278841e-06,0.781
4260,coolest,JJS,1,1,1.0,7,1.2621390733014313e-05,19,0.3684210526315789,4.6499860595315884e-06,0.167
4261,NY,NNP,1,1,1.0,3,5.409167457006134e-06,7,0.42857142857142855,2.3182146244312e-06,
4262,Metro,NNP,1,1,1.0,2,3.6061116380040892e-06,2,1.0,3.6061116380040892e-06,
4263,fried,NNS,1,1,1.0,2,3.6061116380040892e-06,2,1.0,3.6061116380040892e-06,
4264,becuase,NN,1,1,1.0,5,9.015279095010223e-06,12,0.4166666666666667,3.756366289587593e-06,
4265,goin,VBN,1,1,1.0,2,3.6061116380040892e-06,3,0.6666666666666666,2.4040744253360593e-06,
4266,Italy,NNP,1,1,1.0,12,2.1636669828024536e-05,20,0.6,1.2982001896814722e-05,
4267,Tunisia,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4268,mirror,NN,1,1,1.0,7,1.2621390733014313e-05,15,0.4666666666666667,5.889982342073346e-06,0.675
4269,art,NN,2,2,1.0,16,2.8848893104032714e-05,170,0.09411764705882353,2.715189939203079e-06,0.105
4270,mosaic,NN,1,1,1.0,2,3.6061116380040892e-06,4,0.5,1.8030558190020446e-06,0.833
4271,lithium,NN,1,1,1.0,7,1.2621390733014313e-05,7,1.0,1.2621390733014313e-05,-0.06
4272,ion,NN,1,1,1.0,9,1.62275023710184e-05,9,1.0,1.62275023710184e-05,0.952
4273,advance,VBD,1,1,1.0,17,3.065194892303476e-05,62,0.27419354838709675,8.40456664018695e-06,0.057
4274,begginer,NNS,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4275,customize,VB,1,1,1.0,2,3.6061116380040892e-06,76,0.02631578947368421,9.489767468431813e-08,
4276,begginner,NNS,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4277,expirience,VBN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4278,fundamental,NNS,1,1,1.0,2,3.6061116380040892e-06,20,0.1,3.6061116380040895e-07,0.148
4279,beginner,NN,1,1,1.0,5,9.015279095010223e-06,154,0.032467532467532464,2.927038667211111e-07,-0.84
4280,medium,JJ,1,1,1.0,27,4.868250711305521e-05,54,0.5,2.4341253556527604e-05,0.103
4281,Disney,NNP,1,1,1.0,5,9.015279095010223e-06,69,0.07246376811594203,6.532810938413205e-07,
4282,cruise,NN,1,1,1.0,9,1.62275023710184e-05,13,0.6923076923076923,1.1234424718397355e-05,0.97
4283,wicked,JJ,1,1,1.0,3,5.409167457006134e-06,3,1.0,5.409167457006134e-06,-0.78
4284,30minute,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4285,recharge.the,JJ,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4286,eyepiece,NN,1,1,1.0,11,1.983361400902249e-05,11,1.0,1.983361400902249e-05,0.05
4287,Eyepiece,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4288,screen.this,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4289,scl,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4290,digitize,VB,1,1,1.0,9,1.62275023710184e-05,16,0.5625,9.12797008369785e-06,
4291,sear,NNS,1,1,1.0,2,3.6061116380040892e-06,2,1.0,3.6061116380040892e-06,-0.86
4292,jvc,NNP,1,1,1.0,1,1.8030558190020446e-06,2,0.5,9.015279095010223e-07,
4293,combine,VBN,1,1,1.0,22,3.966722801804498e-05,93,0.23655913978494625,9.38364533760204e-06,0.874
4294,parent,NNS,1,1,1.0,23,4.147028383704703e-05,143,0.16083916083916083,6.6700456521124585e-06,0.897
4295,videotape,VBN,1,1,1.0,8,1.4424446552016357e-05,8,1.0,1.4424446552016357e-05,0.918
4296,skateboarding,NNP,1,1,1.0,2,3.6061116380040892e-06,5,0.4,1.4424446552016358e-06,-0.14
4297,shanigan,NNS,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4298,adult,NNS,2,2,1.0,20,3.606111638004089e-05,102,0.19607843137254902,7.070807133341351e-06,0.799
4299,coarse,JJ,1,1,1.0,1,1.8030558190020446e-06,2,0.5,9.015279095010223e-07,-0.91
4300,peice,NN,1,1,1.0,7,1.2621390733014313e-05,10,0.7,8.834973513110019e-06,
4301,equiptment,NN,1,1,1.0,3,5.409167457006134e-06,4,0.75,4.0568755927546e-06,
4302,unbelivable,JJ,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4303,daughter.operations,NNS,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4304,enquire,VB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,-0.73
4305,celegration,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4306,hasitate,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4307,beloved,JJ,1,1,1.0,3,5.409167457006134e-06,7,0.42857142857142855,2.3182146244312e-06,0.908
4308,resonable,JJ,1,1,1.0,1,1.8030558190020446e-06,3,0.3333333333333333,6.010186063340148e-07,
4309,price.enjoy,NN,1,1,1.0,1,1.8030558190020446e-06,2,0.5,9.015279095010223e-07,
4310,Ke,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4311,Sang,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4312,HINDI,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4313,fortune,NN,1,1,1.0,11,1.983361400902249e-05,22,0.5,9.916807004511245e-06,0.893
4314,eBay,NNP,1,1,1.0,19,3.4258060561038846e-05,36,0.5277777777777778,1.8080643073881614e-05,
4315,shot.with,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4316,suffice.bottom,VB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4317,1st,JJ,0,4,0.0,34,6.130389784606952e-05,72,0.4722222222222222,2.8949062871755054e-05,
4318,spur,NN,1,1,1.0,1,1.8030558190020446e-06,5,0.2,3.6061116380040895e-07,0.877
4319,cash,NN,1,1,1.0,21,3.7864172199042937e-05,89,0.23595505617977527,8.934242878425862e-06,0.039
4320,beginer,NNS,1,1,1.0,1,1.8030558190020446e-06,6,0.16666666666666666,3.005093031670074e-07,
4321,be.it,VB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4322,frustrating,JJ,0,2,0.0,85,0.0001532597446151738,256,0.33203125,5.088702457925692e-05,-0.35
4323,price.i,NN,1,1,1.0,6,1.0818334914012268e-05,8,0.75,8.1137511855092e-06,
4324,Quisiera,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4325,cuando,NN,0,2,0.0,2,3.6061116380040892e-06,4,0.5,1.8030558190020446e-06,
4326,va,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4327,estar,NN,1,1,1.0,1,1.8030558190020446e-06,2,0.5,9.015279095010223e-07,
4328,disponible,JJ,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4329,este,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4330,modelo,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4331,interesa,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4332,comprar,NN,1,1,1.0,2,3.6061116380040892e-06,2,1.0,3.6061116380040892e-06,
4333,hp,NNS,1,1,1.0,35,6.310695366507157e-05,41,0.8536585365853658,5.3871789714085486e-05,
4334,task,NNS,1,1,1.0,28,5.048556293205725e-05,313,0.08945686900958466,4.5162803900881885e-06,0.028
4335,layered,JJ,1,1,1.0,1,1.8030558190020446e-06,4,0.25,4.5076395475051115e-07,
4336,990cse,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4337,plain,JJ,3,3,1.0,53,9.556195840710837e-05,112,0.4732142857142857,4.5221283889078064e-05,0.103
4338,document,NNS,1,1,1.0,113,0.00020374530754723106,518,0.21814671814671815,4.4446370179222224e-05,0.073
4339,biggest,JJS,1,1,1.0,59,0.00010638029332112063,158,0.37341772151898733,3.972428674649441e-05,0.752
4340,occasionally,RB,1,1,1.0,37,6.671306530307565e-05,84,0.44047619047619047,2.9385516859688083e-05,-0.91
4341,jam,NNS,0,2,0.0,193,0.0003479897730673946,205,0.9414634146341463,0.000327619640009791,-0.7
4342,envelope,NNS,1,1,1.0,36,6.49100094840736e-05,59,0.6101694915254238,3.960610748180763e-05,0.054
4343,mechanics.pros,NNS,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4344,Rich,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4345,texts.print,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4346,speedinfrare,VBD,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4347,capabilityfull,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4348,duplex,NN,1,1,1.0,10,1.8030558190020446e-05,13,0.7692307692307693,1.3869660146169575e-05,0.106
4349,Automatic,NNP,1,1,1.0,2,3.6061116380040892e-06,4,0.5,1.8030558190020446e-06,
4350,Dec.,NNP,1,1,1.0,3,5.409167457006134e-06,8,0.375,2.0284377963773e-06,
4351,label,NNS,1,1,1.0,65,0.0001171986282351329,217,0.2995391705069124,3.5105579886099713e-05,0.095
4352,copying,NN,1,1,1.0,13,2.343972564702658e-05,25,0.52,1.2188657336453823e-05,
4353,calibrate,VB,1,1,1.0,5,9.015279095010223e-06,18,0.2777777777777778,2.5042441930583955e-06,0.726
4354,990Cse,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4355,DAY,NNP,1,1,1.0,2,3.6061116380040892e-06,2,1.0,3.6061116380040892e-06,
4356,CompUSA,NNP,1,1,1.0,6,1.0818334914012268e-05,11,0.5454545454545454,5.9009099530976e-06,
4357,computing,NN,1,1,1.0,6,1.0818334914012268e-05,32,0.1875,2.0284377963773e-06,
4358,flawless,JJ,1,1,1.0,26,4.687945129405316e-05,55,0.4727272727272727,2.2161195157188766e-05,0.813
4359,seeem,VBZ,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4360,musch,VB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4361,discouraged,JJ,1,1,1.0,5,9.015279095010223e-06,8,0.625,5.63454943438139e-06,-0.16
4362,splendidly,RB,1,1,1.0,2,3.6061116380040892e-06,3,0.6666666666666666,2.4040744253360593e-06,0.357
4363,dependable,JJ,1,1,1.0,14,2.5242781466028627e-05,17,0.8235294117647058,2.0788172972023574e-05,0.813
4364,sensor,NN,1,1,1.0,17,3.065194892303476e-05,20,0.85,2.6054156584579546e-05,0.037
4365,borderless,JJ,1,1,1.0,6,1.0818334914012268e-05,7,0.8571428571428571,9.2728584977248e-06,
4366,compliment,NNS,1,1,1.0,11,1.983361400902249e-05,20,0.55,1.0908487704962371e-05,0.962
4367,gorgeous,JJ,1,1,1.0,7,1.2621390733014313e-05,21,0.3333333333333333,4.207130244338104e-06,0.835
4368,quantity,NNS,1,1,1.0,3,5.409167457006134e-06,23,0.13043478260869565,7.055435813486261e-07,0.102
4369,wayside,NN,1,1,1.0,1,1.8030558190020446e-06,2,0.5,9.015279095010223e-07,
4370,pict,NNS,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4371,remanufactured,JJ,1,1,1.0,5,9.015279095010223e-06,5,1.0,9.015279095010223e-06,
4372,cartride,NNS,1,1,1.0,3,5.409167457006134e-06,3,1.0,5.409167457006134e-06,
4373,Photosmart,NNP,1,1,1.0,14,2.5242781466028627e-05,15,0.9333333333333333,2.3559929368293385e-05,
4374,sided,JJ,1,1,1.0,12,2.1636669828024536e-05,13,0.9230769230769231,1.997231061048419e-05,
4375,used!it,JJ,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4376,joke,NN,2,2,1.0,48,8.654667931209814e-05,126,0.38095238095238093,3.297016354746596e-05,0.908
4377,amz,VBG,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4378,camera.printers,NNS,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4379,Ebay.com,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4380,refurbish,VBN,1,1,1.0,82,0.00014785057715816766,84,0.9761904761904762,0.00014433032532106842,0.836
4381,asnd,VBD,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4382,it!You,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4383,visioneer,NN,1,1,1.0,6,1.0818334914012268e-05,6,1.0,1.0818334914012268e-05,
4384,Visioneer,NNP,2,2,1.0,20,3.606111638004089e-05,23,0.8695652173913043,3.1357492504383384e-05,
4385,excced,VBZ,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4386,Epson,NNP,0,2,0.0,75,0.00013522918642515334,93,0.8064516129032258,0.00010905579550415591,
4387,hp842c,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4388,mega,JJ,1,1,1.0,8,1.4424446552016357e-05,9,0.8888888888888888,1.2821730268458983e-05,
4389,publish,VB,1,1,1.0,5,9.015279095010223e-06,56,0.08928571428571429,8.049356334830556e-07,0.894
4390,bi-monthly,JJ,1,1,1.0,1,1.8030558190020446e-06,2,0.5,9.015279095010223e-07,
4391,newsletter,NN,1,1,1.0,2,3.6061116380040892e-06,14,0.14285714285714285,5.151588054291556e-07,0.943
4392,association,NN,1,1,1.0,2,3.6061116380040892e-06,7,0.2857142857142857,1.0303176108583112e-06,0.068
4393,spit,VBZ,1,1,1.0,8,1.4424446552016357e-05,15,0.5333333333333333,7.69303816107539e-06,-0.89
4394,sheet,NNS,1,1,1.0,134,0.00024160947974627398,177,0.7570621468926554,0.00018291339144633172,0.044
4395,remedy,VBN,1,1,1.0,11,1.983361400902249e-05,25,0.44,8.726790163969897e-06,0.939
4396,dry,VBN,1,1,1.0,31,5.589473038906338e-05,40,0.775,4.3318416051524125e-05,0.051
4397,angry,JJ,1,1,1.0,9,1.62275023710184e-05,34,0.2647058823529412,4.295515333504871e-06,-0.86
4398,exceedingly,RB,1,1,1.0,1,1.8030558190020446e-06,3,0.3333333333333333,6.010186063340148e-07,-0.91
4399,employee,NNS,1,1,1.0,16,2.8848893104032714e-05,75,0.21333333333333335,6.154430528860312e-06,0.04
4400,homework,NN,1,1,1.0,15,2.704583728503067e-05,37,0.40540540540540543,1.0964528629066487e-05,-0.13
4401,increadible,JJ,1,1,1.0,1,1.8030558190020446e-06,2,0.5,9.015279095010223e-07,
4402,detail.i,NN,1,1,1.0,1,1.8030558190020446e-06,2,0.5,9.015279095010223e-07,
4403,famous,JJ,1,1,1.0,3,5.409167457006134e-06,15,0.2,1.0818334914012268e-06,0.77
4404,mexico,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4405,book.scince,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4406,P,NNP,1,1,1.0,3,5.409167457006134e-06,3,1.0,5.409167457006134e-06,
4407,ogiginal,JJ,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4408,vista,NN,1,1,1.0,18,3.24550047420368e-05,47,0.3829787234042553,1.2429576284184307e-05,0.949
4409,leak,VBG,0,2,0.0,118,0.00021276058664224126,127,0.9291338582677166,0.0001976830647542084,-0.86
4410,favorably,RB,1,1,1.0,1,1.8030558190020446e-06,3,0.3333333333333333,6.010186063340148e-07,0.751
4411,printer.it,NN,1,1,1.0,6,1.0818334914012268e-05,7,0.8571428571428571,9.2728584977248e-06,
4412,stillvery,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4413,illiterate,JJ,1,1,1.0,2,3.6061116380040892e-06,8,0.25,9.015279095010223e-07,-0.84
4414,nailed.now,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4415,honest,JJ,1,1,1.0,21,3.7864172199042937e-05,58,0.3620689655172414,1.3709441658274167e-05,0.814
4416,paycheck,NN,1,1,1.0,2,3.6061116380040892e-06,14,0.14285714285714285,5.151588054291556e-07,0.832
4417,mine.My,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4418,DeskJet,NNP,1,1,1.0,5,9.015279095010223e-06,5,1.0,9.015279095010223e-06,
4419,722c,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4420,neighbor,NN,1,1,1.0,38,6.851612112207769e-05,46,0.8260869565217391,5.6600273970412004e-05,0.041
4421,loves.now,VB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4422,Hewlett,NNP,2,2,1.0,6,1.0818334914012268e-05,12,0.5,5.409167457006134e-06,
4423,Packard,NNP,1,1,1.0,8,1.4424446552016357e-05,13,0.6153846153846154,8.876582493548527e-06,
4424,demo,NN,1,1,1.0,9,1.62275023710184e-05,78,0.11538461538461539,1.8724041197328924e-06,-0.07
4425,flawlessy,RB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4426,Paint,NNP,1,1,1.0,2,3.6061116380040892e-06,97,0.020618556701030927,7.435281727843483e-08,
4427,DPI,NNP,1,1,1.0,6,1.0818334914012268e-05,6,1.0,1.0818334914012268e-05,
4428,resize,VBD,1,1,1.0,14,2.5242781466028627e-05,31,0.45161290322580644,1.1399965823367767e-05,0.131
4429,quality.i,NN,1,1,1.0,7,1.2621390733014313e-05,7,1.0,1.2621390733014313e-05,
4430,pallet,NN,1,1,1.0,1,1.8030558190020446e-06,4,0.25,4.5076395475051115e-07,
4431,convinced,JJ,1,1,1.0,4,7.2122232760081784e-06,10,0.4,2.8848893104032716e-06,
4432,fiber,NN,3,3,1.0,13,2.343972564702658e-05,13,1.0,2.343972564702658e-05,-0.77
4433,optic,JJ,1,1,1.0,3,5.409167457006134e-06,3,1.0,5.409167457006134e-06,
4434,Ethernet,NNP,1,1,1.0,8,1.4424446552016357e-05,9,0.8888888888888888,1.2821730268458983e-05,
4435,Media,NNP,2,2,1.0,97,0.00017489641444319833,178,0.5449438202247191,9.530872023028224e-05,
4436,Converter,NNP,1,1,1.0,19,3.4258060561038846e-05,29,0.6551724137931034,2.244493622964614e-05,
4437,Multi,NNP,1,1,1.0,8,1.4424446552016357e-05,13,0.6153846153846154,8.876582493548527e-06,
4438,Mode,NNP,1,1,1.0,12,2.1636669828024536e-05,32,0.375,8.1137511855092e-06,
4439,sc,NN,1,1,1.0,7,1.2621390733014313e-05,8,0.875,1.1043716891387524e-05,
4440,km,NN,1,1,1.0,6,1.0818334914012268e-05,7,0.8571428571428571,9.2728584977248e-06,
4441,MCM110SC2,NNP,1,1,1.0,6,1.0818334914012268e-05,6,1.0,1.0818334914012268e-05,
4442,StarTech.com,NNP,1,1,1.0,3,5.409167457006134e-06,3,1.0,5.409167457006134e-06,
4443,greatly,RB,1,1,1.0,17,3.065194892303476e-05,56,0.30357142857142855,9.305055923064124e-06,0.751
4444,viking,JJ,1,1,1.0,17,3.065194892303476e-05,18,0.9444444444444444,2.8949062871755054e-05,
4445,866Mhz,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4446,Pentium,NNP,1,1,1.0,11,1.983361400902249e-05,40,0.275,5.4542438524811855e-06,
4447,III,NNP,1,1,1.0,7,1.2621390733014313e-05,26,0.2692307692307692,3.398066735811546e-06,
4448,puter,NN,1,1,1.0,1,1.8030558190020446e-06,8,0.125,2.2538197737525558e-07,
4449,bw,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4450,copier,NN,1,1,1.0,18,3.24550047420368e-05,22,0.8181818181818182,2.6554094788939203e-05,
4451,pavillion,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4452,conceed,VB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4453,DELL,NNP,1,1,1.0,4,7.2122232760081784e-06,6,0.6666666666666666,4.808148850672119e-06,
4454,DRAFT,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4455,inter-office,JJ,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4456,memo,NNS,1,1,1.0,2,3.6061116380040892e-06,5,0.4,1.4424446552016358e-06,0.091
4457,darker,JJR,1,1,1.0,5,9.015279095010223e-06,9,0.5555555555555556,5.008488386116791e-06,-0.78
4458,draft,NN,1,1,1.0,11,1.983361400902249e-05,25,0.44,8.726790163969897e-06,0.04
4459,illegible,JJ,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4460,correspondence,NN,1,1,1.0,1,1.8030558190020446e-06,6,0.16666666666666666,3.005093031670074e-07,0.12
4461,fax,NN,1,1,1.0,43,7.753140021708792e-05,167,0.25748502994011974,1.996317490619629e-05,0.074
4462,money.I,NNP,1,1,1.0,2,3.6061116380040892e-06,6,0.3333333333333333,1.2020372126680297e-06,
4463,deskjet,JJ,1,1,1.0,3,5.409167457006134e-06,4,0.75,4.0568755927546e-06,
4464,inkjet,NNS,1,1,1.0,48,8.654667931209814e-05,49,0.9795918367346939,8.478042055062675e-05,
4465,photogragh,NNS,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4466,waterproof,JJ,3,3,1.0,16,2.8848893104032714e-05,16,1.0,2.8848893104032714e-05,-0.04
4467,disk,NN,-1,3,-0.3333333333333333,201,0.00036241421961941096,759,0.2648221343873518,9.597530717193887e-05,-0.84
4468,either.if,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
4469,dinosaur,NNS,1,1,1.0,2,3.6061116380040892e-06,40,0.05,1.8030558190020448e-07,-0.89
4470,indestructable,JJ,1,1,1.0,2,3.6061116380040892e-06,2,1.0,3.6061116380040892e-06,0.901
4471,hp940c,NN,1,1,1.0,2,3.6061116380040892e-06,2,1.0,3.6061116380040892e-06,
4472,DOS,NNP,1,1,1.0,3,5.409167457006134e-06,94,0.031914893617021274,1.7263300394700427e-07,
4473,tricolor,NN,1,1,1.0,2,3.6061116380040892e-06,2,1.0,3.6061116380040892e-06,0.032
